id,filePath,time,roll,pitch,heading,x,y,z,deltaRoll,deltaPicth, deltaHeading, deltaX, deltaY,deltaZ
259,Img//img259.jpg,482.549,0.8809490,-6.9161836,147.0750340,0.755,-1.009,-0.047,179.934,-0.343,-89.902,0.003,0.018,-0.112
260,Img//img260.jpg,484.551,-0.4753789,-14.7523171,-36.7150910,0.033,-1.837,-0.114,179.934,-0.343,-89.902,0.003,0.018,-0.112
261,Img//img261.jpg,486.553,-7.3801113,-9.5396520,35.4988992,0.794,-0.118,-0.079,179.934,-0.343,-89.902,0.003,0.018,-0.112
262,Img//img262.jpg,491.558,3.2132027,-9.4020797,158.4110336,0.840,-1.444,-0.084,179.934,-0.343,-89.902,0.003,0.018,-0.112
263,Img//img263.jpg,493.560,3.1280491,-10.7248687,-37.2180244,-0.159,-2.256,-0.101,179.934,-0.343,-89.902,0.003,0.018,-0.112
264,Img//img264.jpg,495.562,-5.9630779,-5.1289302,42.3078724,0.734,-0.698,-0.110,179.934,-0.343,-89.902,0.003,0.018,-0.112
265,Img//img265.jpg,497.564,-8.8895706,-18.8618010,-64.9209394,0.990,0.900,-0.086,179.934,-0.343,-89.902,0.003,0.018,-0.112
266,Img//img266.jpg,499.566,-5.8748313,-7.8357891,161.5656262,0.050,0.365,-0.093,179.934,-0.343,-89.902,0.003,0.018,-0.112
267,Img//img267.jpg,501.568,1.0662511,-7.6366437,160.0496622,0.935,-1.363,-0.079,179.934,-0.343,-89.902,0.003,0.018,-0.112
268,Img//img268.jpg,503.570,-1.8466641,-11.0905484,-39.8589381,-0.175,-2.450,-0.107,179.934,-0.343,-89.902,0.003,0.018,-0.112
269,Img//img269.jpg,505.572,-5.3972397,-9.9249642,38.4551593,0.674,-0.939,-0.075,179.934,-0.343,-89.902,0.003,0.018,-0.112
270,Img//img270.jpg,507.574,-7.0430190,-5.5852225,-44.4054304,1.235,0.707,-0.121,179.934,-0.343,-89.902,0.003,0.018,-0.112
271,Img//img271.jpg,509.543,-0.6193031,-7.9791519,169.2665906,0.237,0.268,-0.056,179.934,-0.343,-89.902,0.003,0.018,-0.112
272,Img//img272.jpg,511.545,0.9668664,-1.0488142,158.9450255,0.833,-1.454,-0.101,179.934,-0.343,-89.902,0.003,0.018,-0.112
273,Img//img273.jpg,513.547,1.9567438,-13.5281803,-32.6224133,-0.047,-2.079,-0.094,179.934,-0.343,-89.902,0.003,0.018,-0.112
